*,name,satellites,radius_km,semi_major_axis_au,eccentricity,inclination_deg,argument_of_periapsis_deg,longitude_of_ascending_node_deg,mean_anomaly_deg,density_g_cm3,type,,,,,,,,,,,SolSys_ID,Domain_ID
CEN,2015 TP454,0,116 km,67.63 AU,0.588,24.11°,327.26°,137.93°,336.83°,?,,,,,,,,,,,,1524,10
SDO,2014 WJ510,0,97 km,67.73 AU,0.486,24.38°,183.48°,332.55°,5.037°,?,,,,,,,,,,,,1525,15
SDO,2012 EE18,0,116 km,67.83 AU,0.438,16.34°,339.848°,243.507°,0.132°,?,,,,,,,,,,,,1526,15
⯰,Eris,1,"1,163 km",67.864 AU,0.436,44.04°,151.639°,35.951°,205.989°,2.43 g/cm3,,,,,,,,,,,,1527,13
*,☾,Dysnomia,308 km,"37,273 km",0.006,61.59°,,,,0.7 g/cm3,,,,,,,,,,,,1528,13
SDO,2014 LV28,0,158 km,68.64 AU,0.5,10.71°,27.12°,316.69°,347.88°,?,,,,,,,,,,,,1529,15
SDO,2006 HX122,0,145 km,69 AU,0.48,12.87°,258°,250.51°,39°,?,,,,,,,,,,,,1530,15
CEN,2004 VM131,0,58 km,69.568 AU,0.702,14.006°,138.366°,225.771°,17.77°,?,,,,,,,,,,,,1531,10
SDO,2015 KF172,0,165 km,69.783 AU,0.454,12.026°,319.225°,19.007°,305.699°,?,,,,,,,,,,,,1532,15
SDO,2014 QC442,0,113 km,70.013 AU,0.506,18.94°,44.225°,46.694°,342.091°,?,,,,,,,,,,,,1533,15
SDO,Dziewanna,0,238 km,70.544 AU,0.539,29.444°,284.25°,346.15°,347.58°,?,,,,,,,,,,,,1534,15
CEN,2003 FH129,0,61 km,70.635 AU,0.611,18.724°,296.305°,171.625°,26.359°,?,,,,,,,,,,,,1535,10
SDO,2007 RM314,0,107 km,70.89 AU,0.49,20.86°,76.57°,209.44°,26.97°,?,,,,,,,,,,,,1536,15
SDO,2014 UV224,0,118 km,71.02 AU,0.522,3.96°,249.85°,249.85°,338.76°,?,,,,,,,,,,,,1537,15
SDO,2020 FY30,0,227 km,71.632 AU,0.503,13.858°,301.441°,67.258°,238.823°,?,,,,,,,,,,,,1538,15
SDO,2013 AR183,0,151 km,72 AU,0.505,7°,261.8°,165.09°,24.6°,?,,,,,,,,,,,,1539,15
SDO,2014 FC69,0,263 km,72.15 AU,0.444,30.024°,189.01°,250.26°,91.584°,?,,,,,,,,,,,,1540,15
SDO,2014 KE113,0,94 km,72.19 AU,0.439,33.85°,135.99°,106.46°,2.57°,?,,,,,,,,,,,,1541,15
SDO,Gǃkúnǁʼhòmdímà,1,321 km,72.801 AU,0.484,23.378°,346.88°,131.09°,344.21°,1.04 g/cm3,,,,,,,,,,,,1542,15
*,☾,Gǃòʼé ǃHú ,71 km,"6,035 km",0.024,?,,,,?,,,,,,,,,,,,1543,15
SDO,2012 BX154,0,116 km,72.847 AU,0.489,10.169°,129.21°,341.04°,19.37°,?,,,,,,,,,,,,1544,15
SDO,2013 YJ151,0,165 km,72.87 AU,0.439,33.58°,142°,302.89°,9.97°,?,,,,,,,,,,,,1545,15
SDO,2011 YN79,0,127 km,73.24 AU,0.462,25.98°,45.19°,96.95°,358.4°,?,,,,,,,,,,,,1546,15
SDO,2016 SS55,0,96 km,74.24 AU,0.482,28.43°,158.74°,182.67°,21.37°,?,,,,,,,,,,,,1547,15
SDO,2005 TB190,0,218 km,75.166 AU,0.385,26.538°,171.47°,180.428°,359.520°,?,,,,,,,,,,,,1548,15
SDO,2015 VO166,0,132 km,75.48 AU,0.494,11.315°,65.8°,213.92°,74°,?,,,,,,,,,,,,1549,15
SDO,2014 WN510,0,133 km,75.75 AU,0.516,11.61°,89.4°,126.7°,349.34°,?,,,,,,,,,,,,1550,15
SDO,2014 FC72,0,254 km,76.114 AU,0.321,29.859°,33.138°,178°,357.23°,?,,,,,,,,,,,,1551,15
SDO,2003 LA7,0,113 km,76.22 AU,0.528,5.637°,271.47°,34.076°,346.07°,?,,,,,,,,,,,,1552,15
SDO,2008 UA332,0,129 km,76.55 AU,0.518,30.76°,226.82°,108.87°,21.98°,?,,,,,,,,,,,,1553,15
SDO,2013 SF106,0,190 km,77.004 AU,0.434,39.83°,258.13°,54.35°,7.809°,?,,,,,,,,,,,,1554,15
SDO,2014 WH510,0,107 km,77.253 AU,0.577,18.609°,213.25°,269.335°,7.447°,?,,,,,,,,,,,,1555,15
CEN,2014 WZ508,0,73 km,77.516 AU,0.698,24.235°,149.934°,338.783°,8.802°,?,,,,,,,,,,,,1556,10
CEN,2015 TH367,0,108 km,78 AU,0.63,10.99°,17°,245.1°,66°,?,,,,,,,,,,,,1557,10
CEN,2013 TB187,0,79 km,78.433 AU,0.791,50.743°,24.631°,82.084°,351.288°,?,,,,,,,,,,,,1558,10
SDO,2010 JO179,0,299 km,78.793 AU,0.498,32.025°,10.427°,147.35°,35.211°,?,,,,,,,,,,,,1559,15
SDO,2010 BP153,0,114 km,78.997 AU,0.554,10.56°,198.21°,354.65°,352.44°,?,,,,,,,,,,,,1560,15
SDO,2003 HL57,0,160 km,79.041 AU,0.644,6.33°,296.51°,5.509°,330.76°,?,,,,,,,,,,,,1561,15
SDO,2006 QT180,0,133 km,79.6 AU,0.577,21.03°,158.5°,124.7°,12.7°,?,,,,,,,,,,,,1562,15
CEN,2018 AG37,0,250 km,80.2 AU,0.655,18.68°,231.9°,68.35°,186.9°,?,,,,,,,,,,,,1563,10
SDO,2015 TJ367,0,94 km,80.999 AU,0.585,29.033°,57.239°,222.86°,51.92°,?,,,,,,,,,,,,1564,15
SDO,2005 NU125,0,111 km,81.101 AU,0.51,37.14°,358.7°,297.27°,6.78°,?,,,,,,,,,,,,1565,15
SDO,2013 OR11,0,97 km,81.06 AU,0.631,21.128°,317.102°,53.21°,9.78°,?,,,,,,,,,,,,1566,15
SDO,2004 TF282,0,143 km,81.11 AU,0.513,23.179°,171.4°,234°,6.102°,?,,,,,,,,,,,,1567,15
SDO,2014 YF50,0,169 km,81.12 AU,0.559,18.19°,87.04°,72.89°,357.83°,?,,,,,,,,,,,,1568,15
SDO,2015 RR245,0,315 km,81.373 AU,0.583,7.576°,261.02°,211.68°,323.86°,?,,,,,,,,,,,,1569,15
SDO,2018 VG18,0,328 km,81.628 AU,0.53,24.292°,16.865°,245.325°,157.653°,?,,,,,,,,,,,,1570,15
CEN,2010 JJ124,0,109 km,81.8 AU,0.722,37.74°,339.39°,268.8°,1.702°,?,,,,,,,,,,,,1571,10
SDO,2003 UA414,0,212 km,82.168 AU,0.551,22.41°,101.06°,0.013°,19.86°,?,,,,,,,,,,,,1572,15
CEN,2015 PZ315,0,97 km,82.574 AU,0.658,4.358°,30.486°,34.741°,333.652°,?,,,,,,,,,,,,1573,10
SDO,2015 BG568,0,94 km,83.105 AU,0.55,36.965°,337.89°,160.24°,73°,?,,,,,,,,,,,,1574,15
SDO,1996 TL66,0,170 km,83.403 AU,0.58,24.006°,184.79°,217.82°,6.851°,?,,,,,,,,,,,,1575,15
CEN,2014 SJ378,0,70 km,83.717 AU,0.717,37.116°,214.965°,167.64°,4.443°,?,,,,,,,,,,,,1576,10
SDO,2010 PU75,0,153 km,84.74 AU,0.57,8.89°,256.3°,78.24°,354.88°,?,,,,,,,,,,,,1577,15
SDO,2015 GW55,0,94 km,85.3 AU,0.602,14.24°,73.13°,34.911°,73°,?,,,,,,,,,,,,1578,15
SDO,2017 WH30,0,93 km,85.9 AU,0.613,18.042°,329.07°,200.54°,332.5°,?,,,,,,,,,,,,1579,15
SDO,2015 VL168,0,123 km,86 AU,0.567,16.251°,290.4°,229.67°,319°,?,,,,,,,,,,,,1580,15
SDO,2001 FZ173,0,142 km,86.99 AU,0.628,12.7°,199.35°,2.36°,2.5°,?,,,,,,,,,,,,1581,15
SDO,2007 LF38,0,138 km,87.78 AU,0.557,35.81°,12.68°,169.17°,20.73°,?,,,,,,,,,,,,1582,15
SDO,2014 GD54,0,107 km,87.864 AU,0.606,4.762°,302.38°,253.174°,4.51°,?,,,,,,,,,,,,1583,15
SDO,2011 BP170,0,107 km,87.929 AU,0.601,22.519°,349.282°,163.855°,4.598°,?,,,,,,,,,,,,1584,15
SDO,Rumina,0,285 km,89.61 AU,0.609,28.819°,318.1°,84.61°,6.19°,?,,,,,,,,,,,,1585,15
SDO,2015 DD249,0,93 km,89.919 AU,0.518,18.517°,291.103°,199.656°,4.858°,?,,,,,,,,,,,,1586,15
CEN,2008 LP17,0,132 km,90.338 AU,0.67,14.09°,164.92°,72.48°,0.95°,?,,,,,,,,,,,,1587,10
SDO,2004 PG115,0,218 km,91.457 AU,0.593,16.28°,75.58°,230.45°,4.97°,?,,,,,,,,,,,,1588,15
SDO,2006 HQ122,0,102 km,91.701 AU,0.589,21.63°,345.6°,217°,5.58°,?,,,,,,,,,,,,1589,15
SDO,2005 SA278,0,130 km,92.92 AU,0.644,22.8°,277.1°,170.4°,351.1°,?,,,,,,,,,,,,1590,15
SDO,2011 HO60,0,115 km,93.3 AU,0.607,22.237°,242.37°,353.36°,3.14°,?,,,,,,,,,,,,1591,15
SDO,2018 VO35,0,106 km,93.759 AU,0.626,18.83°,310.591°,236.204°,329.679°,?,,,,,,,,,,,,1592,15
SDO,1996 GQ21,0,209 km,93.87 AU,0.593,13.34°,356.38°,194.13°,9.9°,?,,,,,,,,,,,,1593,15
SDO,2014 FJ72,0,151 km,95 AU,0.59,15.36°,135.5°,302.6°,33°,?,,,,,,,,,,,,1594,15
SDO,2005 RP43,0,125 km,95.78 AU,0.599,22.87°,346.82°,344.13°,10.44°,?,,,,,,,,,,,,1595,15
SDO,2017 SN132,0,151 km,96 AU,0.606,24.2°,155°,137.72°,42°,?,,,,,,,,,,,,1596,15
SDO,2013 SQ102,0,123 km,96.3 AU,0.623,1.47°,357.741°,14.45°,347.5°,?,,,,,,,,,,,,1597,15
CEN,1999 TD10,0,53 km,97.233 AU,0.873,5.959°,172.755°,184.73°,5.676°,?,,,,,,,,,,,,1598,10
SDO,2000 OM67,0,121 km,97.5 AU,0.598,23.398°,348.6°,327.168°,9.7°,?,,,,,,,,,,,,1599,15
SDO,2011 WJ157,0,212 km,97.941 AU,0.625,27.11°,58.85°,76.49°,352.95°,?,,,,,,,,,,,,1600,15
CEN,2014 WY508,0,78 km,98.03 AU,0.707,21.26°,170.76°,343.64°,2.65°,?,,,,,,,,,,,,1601,10
SDO,2011 BR163,0,125 km,98.68 AU,0.615,24.759°,20.55°,107.39°,1.78°,?,,,,,,,,,,,,1602,15
SDO,2010 ER65,0,198 km,98.988 AU,0.597,21.23°,324.1°,212.6°,2.99°,?,,,,,,,,,,,,1603,15
SDO,2014 US277,0,221 km,99 AU,0.448,36.35°,351.1°,143.06°,321°,?,,,,,,,,,,,,1604,15
SDO,2015 VB168,0,94 km,99.626 AU,0.649,4.28°,49.902°,82.74°,345.23°,?,,,,,,,,,,,,1605,15
SDO,2008 ST291,0,285 km,99.874 AU,0.576,20.758°,324.65°,330.97°,23.349°,?,,,,,,,,,,,,1606,15
CEN,2014 XP40,0,97 km,100.7 AU,0.724,11.524°,294.45°,258.7°,358.9°,?,,,,,,,,,,,,1607,10
SDO,2014 SR350,0,105 km,102.4 AU,0.638,28.73°,220.5°,35.28°,14.7°,?,,,,,,,,,,,,1608,15
SDO,2014 BE70,0,126 km,102.61 AU,0.618,25.4°,287.49°,239.65°,358.34°,?,,,,,,,,,,,,1609,15
CEN,Ceto,1,112 km,102.79 AU,0.826,22.266°,320.086°,171.85°,9.122°,1.37 g/cm3,,,,,,,,,,,,1610,10
*,☾,Phorcys,86 km,"1,841 km",0.015,?,,,,?,,,,,,,,,,,,1611,10
SDO,2012 HX87,0,95 km,103.176 AU,0.332,12.71°,285.14°,271.68°,5.75°,?,,,,,,,,,,,,1612,15
SDO,2014 UZ224,0,318 km,107.642 AU,0.644,27.79°,29.989°,130.699°,320.482°,?,,,,,,,,,,,,1613,15
SDO,2014 KA102,0,112 km,107.91 AU,0.663,26.71°,6.36°,168.05°,6.43°,?,,,,,,,,,,,,1614,15
CEN,2004 MK10,0,70 km,109.315 AU,0.765,8.881°,86.193°,103.139°,8.887°,?,,,,,,,,,,,,1615,10
SDO,2005 QU182,0,208 km,110.51 AU,0.667,14.032°,223.69°,78.395°,13.854°,?,,,,,,,,,,,,1616,15
SDO,2020 MK53,0,279 km,111 AU,0.44,18°,351°,116°,182°,?,,,,,,,,,,,,1617,15
SDO,2015 DW224,0,107 km,111.37 AU,0.665,30.455°,125.4°,69.624°,2.099°,?,,,,,,,,,,,,1618,15
SDO,2013 TV158,0,121 km,111.809 AU,0.674,31.174°,232.25°,181.12°,357.65°,?,,,,,,,,,,,,1619,15
SDO,2010 QQ7,0,139 km,113.83 AU,0.688,18.169°,215.372°,76.237°,9.737°,?,,,,,,,,,,,,1620,15
CEN,2015 VD168,0,67 km,118.089 AU,0.782,22.418°,113.159°,223.078°,10.132°,?,,,,,,,,,,,,1621,10
SDO,2014 KZ101,0,116 km,120.073 AU,0.72,18.653°,81.873°,161.653°,3.383°,?,,,,,,,,,,,,1622,15
SDO,1999 RD215,0,87 km,120.97 AU,0.69,25.99°,137.86°,210.32°,7.8°,?,,,,,,,,,,,,1623,15
CEN,2013 GJ138,0,67 km,120.98 AU,0.784,27.996°,158.065°,17.267°,4.362°,?,,,,,,,,,,,,1624,10
SDO,2014 YK50,0,145 km,121 AU,0.677,29.57°,169°,27.91°,358.31°,?,,,,,,,,,,,,1625,15
CEN,2000 PJ30,0,64 km,122 AU,0.766,5.719°,303.3°,293.33°,11.2°,?,,,,,,,,,,,,1626,10
SDO,2014 MJ70,0,127 km,123.526 AU,0.695,15.522°,253.174°,96.078°,359.521°,?,,,,,,,,,,,,1627,15
SDO,2013 FS28,0,236 km,138.4 AU,0.742,13.09°,104.8°,204.6°,338°,?,,,,,,,,,,,,1628,15
SDO,2014 JW80,0,141 km,141.83 AU,0.732,40.71°,131.74°,60.77°,6.31°,?,,,,,,,,,,,,1629,15
SDO,2014 OS394,0,123 km,149.65 AU,0.751,14.15°,251.9°,194.3°,357.32°,?,,,,,,,,,,,,1630,15
SDO,2010 VZ98,0,226 km,150.48 AU,0.772,4.511°,313.88°,117.39°,358°,?,,,,,,,,,,,,1631,15
SDO,2013 GP136,0,106 km,154.76 AU,0.735,33.467°,42.316°,210.71°,356.44°,?,,,,,,,,,,,,1632,15
DTCH,2015 SO20,0,111 km,161.63 AU,0.795,23.451°,354.8°,33.619°,0.003°,?,,,,,,,,,,,,1633,16
DTCH,2003 HB57,0,87 km,166.16 AU,0.771,15.473°,11.013°,197.82°,1.426°,?,,,,,,,,,,,,1634,16
DTCH,2016 QV89,0,132 km,169.1 AU,0.79,21.373°,281.03°,173.156°,355.107°,?,,,,,,,,,,,,1635,16
CEN,2011 QY100,0,64 km,169.78 AU,0.885,26.23°,273.22°,169.34°,0.264°,?,,,,,,,,,,,,1636,10
CEN,2005 PU21,0,121 km,172.9 AU,0.831,6.18°,228.11°,192.47°,356.01°,?,,,,,,,,,,,,1637,10
CEN,2017 DO121,0,67 km,178.554 AU,0.85,16.008°,150.494°,98.367°,351.217°,?,,,,,,,,,,,,1638,10
CEN,2013 LU28,0,55 km,180.92 AU,0.952,125.35°,153.09°,275.97°,359.24°,?,,,,,,,,,,,,1639,10
DTCH,2007 VJ305,0,113 km,191.06 AU,0.816,11.993°,338.1°,24.377°,1.833°,?,,,,,,,,,,,,1640,16
DTCH,2013 UT15,0,126 km,195.91 AU,0.776,10.682°,252.4°,191.97°,353.5°,?,,,,,,,,,,,,1641,16
CEN,2014 GR53,0,60 km,215.8 AU,0.895,42.03°,178.05°,52.56°,0.345°,?,,,,,,,,,,,,1642,10
CEN,2014 QW510,0,87 km,220.682 AU,0.882,26.118°,298.313°,148.49°,358.841°,?,,,,,,,,,,,,1643,10
DTCH,2001 FP185,0,148 km,227.23 AU,0.849,30.763°,7.164°,179.31°,1.429°,?,,,,,,,,,,,,1644,16
DTCH,2000 CR105,0,143 km,227.95 AU,0.806,22.718°,317.219°,128.246°,5.283°,?,,,,,,,,,,,,1645,16
CEN,2015 RM306,0,14 km,244.8 AU,0.95,175.9°,44.5°,52.7°,0.335°,?,,,,,,,,,,,,1646,10
DTCH,2023 KQ14,0,150 km,252 AU,0.739,10.98°,198.74°,72.1°,356.56°,?,,,,,,,,,,,,1647,16
DTCH,2012 VP113,0,287 km,271.5 AU,0.704,24.056°,293.8°,90.787°,3.50°,?,,,,,,,,,,,,1648,16
DTCH,2015 DM319,0,40 km,271.9 AU,0.855,6.839°,43.121°,165.875°,1.932°,?,,,,,,,,,,,,1649,16
CEN,2014 LM28,0,23 km,277.83 AU,0.94,84.739°,38.364°,246.18°,0.113°,?,,,,,,,,,,,,1650,10
CEN,2010 NV1,0,26 km,278.33 AU,0.966,140.73°,132.72°,136.09°,0.82°,?,,,,,,,,,,,,1651,10
DTCH,2014 SR349,0,87 km,292 AU,0.837,17.98°,341.35°,34.75°,357.3°,?,,,,,,,,,,,,1652,16
DTCH,2013 FT28,0,69 km,296 AU,0.86,17.3°,40.2°,217.7°,357.15°,?,,,,,,,,,,,,1653,16
DTCH,Alicanto,0,157 km,328 AU,0.858,25.572°,326.72°,65.996°,0.682°,?,,,,,,,,,,,,1654,16
DTCH,2015 GT50,0,38 km,335.169 AU,0.885,8.779°,129.236°,46.1°,1.67°,?,,,,,,,,,,,,1655,16
CEN,2009 MS9,0,45 km,347.6 AU,0.968,68.056°,128.675°,220.226°,0.162°,?,,,,,,,,,,,,1656,10
DTCH,2010 GB174,0,112 km,349 AU,0.869,21.54°,347.8°,130.6°,3.22°,?,,,,,,,,,,,,1657,16
DTCH,2013 RF98,0,85 km,364 AU,0.897,29.572°,311.8°,67.596°,0.404°,?,,,,,,,,,,,,1658,16
CEN,2014 RK86,0,63 km,375.122 AU,0.941,26.355°,223.252°,8.282°,1.391°,?,,,,,,,,,,,,1659,10
CEN,2015 DK249,0,89 km,407.964 AU,0.932,6.938°,333.488°,255.26°,358.977°,?,,,,,,,,,,,,1660,10
DTCH,2015 RX245,0,125 km,416.89 AU,0.891,12.144°,65.124°,8.599°,358.03°,?,,,,,,,,,,,,1661,16
DTCH,2015 BP519,0,262 km,428.03 AU,0.918,54.125°,348.37°,135.11°,358.39°,?,,,,,,,,,,,,1662,16
DTCH,2013 RA109,0,133 km,457.513 AU,0.9,12.405°,262.841°,104.682°,359.292°,?,,,,,,,,,,,,1663,16
CEN,2015 AD298,0,61 km,457.897 AU,0.959,47.195°,311.971°,158.061°,359.791°,?,,,,,,,,,,,,1664,10
DTCH,2007 TG422,0,111 km,472.77 AU,0.925,18.62°,285.54°,112.84°,0.447°,?,,,,,,,,,,,,1665,16
CEN,2010 BK118,0,35 km,484.5 AU,0.987,143.913°,179.06°,176.01°,0.125°,?,,,,,,,,,,,,1666,10
⯲,Sedna,0,453 km,506 AU,0.85,11.931°,311.352°,144.248°,358.117°,?,,,,,,,,,,,,1667,13
CEN,2020 YR3,0,38 km,519.9 AU,0.968,169.26°,154.386°,214.385°,359.855°,?,,,,,,,,,,,,1668,10
CEN,2013 GW141,0,51 km,610.09 AU,0.961,32.08°,206.58°,23.47°,359.85°,?,,,,,,,,,,,,1669,10
DTCH,2015 KG163,0,51 km,679.816 AU,0.94,13.994°,32.097°,219.103°,0.014°,?,,,,,,,,,,,,1670,16
DTCH,2013 SY99,0,125 km,690.4 AU,0.927,4.228°,32.037°,29.493°,359.292°,?,,,,,,,,,,,,1671,16
DTCH,2017 OF201,0,351 km,840 AU,0.946,16.21°,338.2°,328.7°,1.3°,?,,,,,,,,,,,,1672,16
CEN,2006 SQ372,0,58 km,905.012 AU,0.973,19.496°,122.28°,197.34°,0.18°,?,,,,,,,,,,,,1673,10
CEN,2013 BL76,0,28 km,"1,080 AU",0.992,98.613°,165.96°,180.2°,0.049°,?,,,,,,,,,,,,1674,10
DTCH,Leleākūhonua,0,110 km,"1,085 AU",0.94,11.654°,117.778°,300.78°,359.418°,?,,,,,,,,,,,,1675,16
CEN,2012 DR30,0,93 km,"1,603 AU",0.991,77.986°,195.57°,341.48°,0.045°,?,,,,,,,,,,,,1676,10
DTCH,2014 FE72,0,135 km,"2,045 AU",0.982,20.633°,133.921°,336.829°,0.219°,?,,,,,,,,,,,,1677,16
ISO,1I/'Omuamua,0,275 m,-1.272 AU,1.201,122.74°,241.811°,24.597°,51.158°,?,,,,,,,,,,,,1678,17
ISO,2I/Borisov,0,450 m,-0.852 AU,3.357,44.053°,209.12°,308.15°,?,?,,,,,,,,,,,,1679,17
ISO,3I/ATLAS,0,2 km,-0.264 AU,6.14,175.11°,128.01°,322.16°,?,?,,,,,,,,,,,,1680,17
*,,,,,,,,,,,,,,,,,,,,,,,
